name,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988
			CurrentDeferredRevenue,,,,,,,,,,,,,,,,,,,,,,,,,"138,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"898,000,000",,,,"717,000,000",,,,"896,000,000",,,,"920,000,000",,,,"1,261,000,000",,"32,000,000","33,000,000","1,170,000,000","35,000,000","43,000,000","143,000,000","2,083,000,000","170,000,000","158,000,000","155,000,000","2,086,000,000","146,000,000","152,000,000","158,000,000","1,181,000,000","183,000,000","202,000,000","224,000,000","1,104,000,000","294,000,000","345,000,000","254,000,000","1,182,000,000","105,000,000","125,000,000","129,000,000","994,000,000",,,,,,,,,,,,,"97,999,787","87,000,814","103,898,776","89,100,208","98,799,564","91,099,894","86,399,908","95,100,187","85,700,235","84,300,055","84,600,654","81,699,035","71,700,349","78,299,988","84,299,879","83,800,096","72,800,806","96,700,467","76,499,212","96,999,871","76,699,082","99,099,015","87,100,045","102,599,937","201,800,000","293,100,470","158,701,402","173,998,727","320,201,988","109,000,000","94,199,906","577,898,920","1,502","403,498,594","201,799,334","260,416,667","201,320,616",,"255,396,226","345,356,038","1","29,398,795","96,170,213","480,200,142","281,176,632","299,240,855","260,869,565","157,736,056","120,727,322","178,892,828","71,114,894","54,437,595","41,195,141","54,285,314","124,983,219","216,795,794","70,588,235","22,239,873","15,474,920","1","11,199,194","55,689,764","13,717,421","12,350,120","22,475,918","28,772,821","186,753,276","210,191,082","138,749,702"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"95,909,000,000","96,435,000,000","90,304,000,000","89,906,000,000","87,267,000,000","84,429,000,000","82,281,000,000","81,781,000,000","81,934,000,000","82,455,000,000","83,313,000,000","83,975,000,000","77,852,000,000","80,417,000,000","78,655,000,000","79,464,000,000","78,615,000,000","82,158,000,000","82,891,000,000","83,208,000,000","81,737,000,000","86,231,000,000","87,216,000,000","85,701,000,000","50,903,000,000","50,480,000,000","48,994,000,000","50,101,000,000","53,652,000,000","52,639,000,000","48,581,000,000","48,547,000,000","44,555,000,000","38,718,000,000","34,260,000,000","32,441,000,000","29,330,000,000","26,628,000,000","26,960,000,000","26,927,000,000","26,345,000,000","24,241,000,000","23,588,000,000","23,886,000,000","19,796,000,000","19,153,000,000","18,841,000,000","18,533,000,000","18,542,000,000","17,885,000,000","17,297,000,000","16,849,000,000","16,392,000,000","15,563,000,000","14,901,900,000","14,628,900,000","13,178,700,000","10,829,901,001","10,071,800,325","11,079,107,088","10,466,900,387","10,124,899,136","10,204,399,575","10,190,099,170","9,829,599,254","9,721,700,012","9,393,899,609","9,069,100,887","8,999,698,802","8,671,399,535","8,887,899,841","9,313,000,000","7,667,598,992","6,472,099,030","6,708,800,534","6,769,800,629","6,824,499,549","7,019,800,108","7,131,699,312","6,831,200,235","6,877,700,661","6,853,400,000","6,879,699,954","7,173,398,662","6,764,199,300","7,562,199,779","7,456,000,000","6,612,098,376","6,418,500,300","6,212,400,060","5,887,201,421","6,223,500,072","5,697,193,287","5,526,045,488","5,460,398,944","5,244,830,189","4,999,071,207","4,835,654,170","4,432,015,287","4,115,744,681","3,600,428,878","3,876,122,083","3,415,596,963","3,396,289,117","3,360,148,006","3,218,262,590","2,953,776,929","2,915,909,896","2,991,171,053","3,149,383,480","3,869,546,921","3,601,959,995","3,499,031,544","1,292,595,156","1,124,437,384","943,436,499","937,315,729","950,673,210","1,045,009,536","942,386,831","930,695,444","1,013,913,664","923,156,922","1,737,733,441","1,754,024,319","1,791,696,492"
		LongTermProvisions,,,,,,,,,,,,,,,,,,,,,,,,,"230,000,000",,,,"189,000,000",,,,"889,000,000",,,,"929,000,000",,,,"882,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"72,939,000,000","73,960,000,000","70,005,000,000","70,490,000,000","67,961,000,000","65,036,000,000","63,090,000,000","62,688,000,000","62,819,000,000","62,967,000,000","63,680,000,000","63,571,000,000","59,661,000,000","60,879,000,000","60,017,000,000","60,680,000,000","60,327,000,000","58,707,000,000","59,940,000,000","61,191,000,000","60,865,000,000","61,434,000,000","62,081,000,000","60,736,000,000","36,494,000,000","35,552,000,000","34,298,000,000","36,543,000,000","39,540,000,000","38,927,000,000","36,309,000,000","35,785,000,000","33,423,000,000","29,354,000,000","26,710,000,000","24,714,000,000","22,357,000,000","19,799,000,000","20,145,000,000","20,549,000,000","20,203,000,000","18,778,000,000","18,428,000,000","19,189,000,000","15,208,000,000","14,566,000,000","14,638,000,000","14,500,000,000","14,622,000,000","14,195,000,000","13,650,000,000","13,291,000,000","12,974,000,000","12,181,000,000","11,589,900,000","11,336,600,000","11,628,900,000","9,476,499,894","8,696,900,061","9,791,173,748","9,237,399,940","8,816,600,417","8,930,900,106","8,965,100,323","8,675,999,534","8,614,699,899","8,321,599,554","7,955,300,093","7,898,999,884","7,633,000,000","7,840,800,295","8,229,800,484","6,718,500,120","5,651,699,635","5,860,900,600","5,955,700,420","5,995,500,451","6,307,899,784","6,427,799,541","6,041,599,824","6,040,300,598","6,076,000,000","6,178,399,758","6,298,900,574","5,922,800,064","6,855,100,205","6,740,700,454","5,772,599,716","5,592,699,460","5,327,000,301","4,985,499,482","5,275,899,667","5,284,866,898","5,101,247,249","4,968,612,496","4,756,226,415","4,502,321,981","4,403,366,488","3,980,449,802","3,675,177,305","3,166,404,575","3,449,799,751","2,988,267,771","2,972,445,306","2,939,016,034","2,833,194,403","2,553,858,740","2,508,543,060","2,583,838,002","2,747,207,190","3,458,409,314","3,182,843,335","3,087,852,795","774,117,647","597,034,684","524,279,616","409,947,443","448,345,288","660,394,151","554,682,629","551,798,561","630,158,164","543,217,009","1,003,363,879","1,053,155,761","1,073,848,723"
			LongTermDebt,"72,939,000,000","73,960,000,000","70,005,000,000","70,490,000,000","67,961,000,000","65,036,000,000","63,090,000,000","62,688,000,000","62,819,000,000","62,967,000,000","63,680,000,000","63,571,000,000","59,661,000,000","60,879,000,000","60,017,000,000","60,680,000,000","60,327,000,000","58,707,000,000","59,940,000,000","61,191,000,000","60,865,000,000","61,434,000,000","62,081,000,000","60,736,000,000","36,494,000,000","35,552,000,000","34,298,000,000","36,543,000,000","39,540,000,000","38,927,000,000","36,309,000,000","35,785,000,000","33,423,000,000","29,354,000,000","26,710,000,000","24,714,000,000","22,357,000,000","19,799,000,000","20,145,000,000","20,549,000,000","20,203,000,000","18,778,000,000","18,428,000,000","19,189,000,000","15,208,000,000","14,566,000,000","14,638,000,000","14,500,000,000","14,622,000,000","14,195,000,000","13,650,000,000","13,291,000,000","12,974,000,000","12,181,000,000","11,589,900,000","11,336,600,000","11,628,900,000","9,476,499,894","8,696,900,061","9,791,173,748","9,237,399,940","8,816,600,417","8,930,900,106","8,965,100,323","8,675,999,534","8,614,699,899","8,321,599,554","7,955,300,093","7,898,999,884","7,633,000,000","7,840,800,295","8,229,800,484","6,718,500,120","5,651,699,635","5,860,900,600","5,955,700,420","5,995,500,451","6,307,899,784","6,427,799,541","6,041,599,824","6,040,300,598","6,076,000,000","6,178,399,758","6,298,900,574","5,922,800,064","6,855,100,205","6,740,700,454","5,772,599,716","5,592,699,460","5,327,000,301","4,985,499,482","5,275,899,667","5,284,866,898","5,101,247,249","4,968,612,496","4,756,226,415","4,502,321,981","4,403,366,488","3,980,449,802","3,675,177,305","3,166,404,575","3,449,799,751","2,988,267,771","2,972,445,306","2,939,016,034","2,833,194,403","2,553,858,740","2,508,543,060","2,583,838,002","2,747,207,190","3,458,409,314","3,182,843,335","3,087,852,795","774,117,647","597,034,684","524,279,616","409,947,443","448,345,288","660,394,151","554,682,629","551,798,561","630,158,164","543,217,009","1,003,363,879","1,053,155,761","1,073,848,723"
		NonCurrentDeferredLiabilities,"13,781,000,000","13,342,000,000","12,500,000,000","11,985,000,000","11,689,000,000","11,277,000,000","10,953,000,000","10,733,000,000","10,332,000,000","10,235,000,000","10,128,000,000","9,905,000,000","9,867,000,000","10,105,000,000","9,767,000,000","9,740,000,000","9,454,000,000","10,040,000,000","9,929,000,000","9,812,000,000","9,295,000,000","14,435,000,000","14,484,000,000","14,717,000,000","6,036,000,000","5,700,000,000","5,834,000,000","5,814,000,000","5,915,000,000","5,615,000,000","5,237,000,000","4,948,000,000","4,842,000,000","4,398,000,000","3,334,000,000","3,129,000,000","2,925,000,000","2,971,000,000","2,807,000,000","2,562,000,000","2,601,000,000","2,500,000,000","2,463,000,000","2,597,000,000","2,696,000,000","2,553,000,000","2,573,000,000","2,550,000,000","2,447,000,000","2,264,000,000","2,320,000,000","2,286,000,000","2,211,000,000","2,096,500,000","2,106,200,000","2,092,900,000","1,290,800,000","1,108,500,106","1,100,700,183","1,044,131,262","975,600,358","1,030,000,000","1,039,299,681","1,031,600,554","1,062,500,000","1,023,400,022","991,000,558","1,037,399,580","1,008,999,884","944,800,232","951,299,865","937,100,363","797,300,216","820,399,395","847,899,933","814,100,210","829,000,386","711,900,324","703,899,770","789,600,411","837,400,063","777,400,000","657,299,591","756,899,299","722,800,064","664,800,379","672,399,395","749,900,678","756,600,180","797,400,060","795,200,533","833,199,942","254,484,954",,,"488,603,774","380,495,356",,,,"374,267,334","426,460,434","427,467,219","423,843,811","373,578,183",,"373,056,995","380,574,249","381,762,364",,"398,793,660","406,497,516","398,727,172","391,003,460","399,920,572","409,551,761","402,384,310","377,375,110","373,553,719","376,231,450","367,386,091","371,863,480","366,766,813","682,751,421","656,514,186","629,563,350"
			NonCurrentDeferredTaxesLiabilities,"13,781,000,000","13,342,000,000","12,500,000,000","11,985,000,000","11,689,000,000","11,277,000,000","10,953,000,000","10,733,000,000","10,332,000,000","10,235,000,000","10,128,000,000","9,905,000,000","9,867,000,000","10,105,000,000","9,767,000,000","9,740,000,000","9,454,000,000","10,040,000,000","9,929,000,000","9,812,000,000","9,295,000,000","14,435,000,000","14,484,000,000","14,717,000,000","6,036,000,000","5,700,000,000","5,834,000,000","5,814,000,000","5,915,000,000","5,615,000,000","5,237,000,000","4,948,000,000","4,842,000,000","4,398,000,000","3,334,000,000","3,129,000,000","2,925,000,000","2,971,000,000","2,807,000,000","2,562,000,000","2,601,000,000","2,500,000,000","2,463,000,000","2,597,000,000","2,696,000,000","2,553,000,000","2,573,000,000","2,550,000,000","2,447,000,000","2,264,000,000","2,320,000,000","2,286,000,000","2,211,000,000","2,096,500,000","2,106,200,000","2,092,900,000","1,290,800,000","1,108,500,106","1,100,700,183","1,044,131,262","975,600,358","1,030,000,000","1,039,299,681","1,031,600,554","1,062,500,000","1,023,400,022","991,000,558","1,037,399,580","1,008,999,884","944,800,232","951,299,865","937,100,363","797,300,216","820,399,395","847,899,933","814,100,210","829,000,386","711,900,324","703,899,770","789,600,411","837,400,063","777,400,000","657,299,591","756,899,299","722,800,064","664,800,379","672,399,395","749,900,678","756,600,180","797,400,060","795,200,533","833,199,942","254,484,954",,,"488,603,774","380,495,356",,,,"374,267,334","426,460,434","427,467,219","423,843,811","373,578,183",,"373,056,995","380,574,249","381,762,364",,"398,793,660","406,497,516","398,727,172","391,003,460","399,920,572","409,551,761","402,384,310","377,375,110","373,553,719","376,231,450","367,386,091","371,863,480","366,766,813","682,751,421","656,514,186","629,563,350"
		EmployeeBenefits,,,,,,,,,,,,,,,,,,,,,,,,,"597,000,000",,,,"517,000,000",,,,"584,000,000",,,,"264,000,000",,,,"573,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,,,,,,,,,,,,,,,,,,,,,,,,,"597,000,000",,,,"517,000,000",,,,"584,000,000",,,,"264,000,000",,,,"573,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DerivativeProductLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,"2,713,000,000",,,,"3,950,000,000",,,,"2,078,000,000",,,,"1,395,000,000",,,,"763,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,,,,"0","4,321,000,000","4,433,000,000","3,815,000,000","4,067,000,000","3,718,000,000","3,712,000,000","3,239,000,000","3,392,000,000","3,311,000,000","3,113,000,000","2,262,000,000","2,141,000,000","1,728,000,000","1,915,000,000","2,074,000,000","2,249,000,000","1,353,000,000","1,243,000,000","1,180,000,000","1,053,000,000","1,052,000,000","1,083,000,000","1,147,000,000","1,000,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		LiabilitiesHeldforSaleNonCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,"28,000,000",,,,,,,"0","0","0","0","57,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"9,189,000,000","9,133,000,000","7,799,000,000","7,431,000,000","7,617,000,000","8,116,000,000","8,238,000,000","8,360,000,000","8,783,000,000","9,253,000,000","9,505,000,000","10,499,000,000","8,324,000,000","9,433,000,000","8,871,000,000","9,044,000,000","8,834,000,000","9,090,000,000","8,589,000,000","8,390,000,000","7,510,000,000","6,644,000,000","6,939,000,000","7,009,000,000","1,441,000,000","5,889,000,000","5,749,000,000","5,482,000,000","1,400,000,000","6,369,000,000","5,120,000,000","5,740,000,000","490,000,000","3,613,000,000","2,973,000,000","3,418,000,000","350,000,000","2,806,000,000","2,925,000,000","2,669,000,000","323,000,000","2,963,000,000","2,697,000,000","2,100,000,000","1,892,000,000","2,034,000,000","1,630,000,000","1,483,000,000","1,473,000,000","1,426,000,000","1,327,000,000","1,272,000,000","1,207,000,000","1,285,500,000","1,205,800,000","1,199,400,000","259,000,000","244,901,001","274,200,081","243,802,078","253,900,089","278,298,719","234,199,788","193,398,293","91,099,720","83,600,091","81,299,497","76,401,214","91,699,034","93,599,303","95,799,681","146,099,153","151,798,656",,"1","-1","-1,288",,"1",,,,"44,000,605","117,598,789","118,599,172","42,299,195","42,900,151","89,597,982","69,200,660","87,999,699","106,501,406","114,400,463","157,841,435","424,798,239","491,786,448",,"116,253,870","432,287,682","451,565,485","440,567,376","59,756,969","-138,102","-138,027",,"47,553,789","385,068,187","26,861,194","26,792,587","25,570,687","402,176,290","12,343,947","12,619,144","12,451,577","127,474,049","127,482,128","9,605,122","124,983,976","124,952,812","11,061,666","11,472,752","11,510,792","11,892,020","13,173,100","51,618,141","44,354,372","88,284,419"
TotalEquityGrossMinorityInterest,"63,398,000,000","67,430,000,000","64,537,000,000","64,273,000,000","63,368,000,000","64,662,000,000","64,896,000,000","65,988,000,000","64,363,000,000","68,435,000,000","69,941,000,000","72,291,000,000","69,407,000,000","72,676,000,000","72,805,000,000","73,919,000,000","73,435,000,000","67,898,000,000","68,232,000,000","67,514,000,000","65,732,000,000","64,996,000,000","68,930,000,000","69,519,000,000","21,963,000,000","20,179,000,000","21,016,000,000","21,666,000,000","20,198,000,000","19,476,000,000","19,618,000,000","19,351,000,000","18,801,000,000","18,803,000,000","18,756,000,000","18,018,000,000","17,510,000,000","16,778,000,000","16,437,000,000","14,321,000,000","13,758,000,000","14,130,000,000","13,181,000,000","12,518,000,000","9,687,000,000","8,911,000,000","8,518,000,000","8,478,000,000","8,223,000,000","8,098,000,000","8,272,000,000","8,110,000,000","7,988,000,000","7,792,100,000","7,953,700,000","7,904,600,000","7,416,200,000","6,884,199,489","6,732,399,756","6,218,496,039","5,925,699,672","5,764,800,755","5,888,099,894","5,952,300,507","5,325,800,326","5,130,699,676","5,104,200,781","5,095,999,533","4,960,501,221","4,834,900,117","4,923,700,749","4,839,200,726","4,493,100,552","5,017,500,315","4,933,699,800","4,719,100,210","4,649,000,387","4,775,000,000","4,615,800,351","4,334,000,293","4,393,199,559","3,995,200,000","3,764,999,243","3,417,700,764","3,163,201,210","3,167,999,053","3,140,800,303","2,942,000,631","2,889,800,540","2,860,299,068","2,849,899,364","2,528,399,304","2,600,549,769","2,380,044,021","2,213,845,703","2,088,000,000","2,061,455,108","1,858,148,432","1,843,598,412","1,722,553,191","1,699,356,683","1,540,256,871","1,538,164,251","1,430,905,566","1,396,053,173","1,366,877,133","1,334,469,594","1,359,051,459","1,371,327,970","1,151,469,022","679,899,004","703,852,866","701,300,499","464,913,495","463,198,306","460,645,678","456,351,750","456,146,974","458,868,404","466,392,318","462,829,736","466,880,723","458,747,400","1,133,511,194","1,065,199,769","991,648,771"
	StockholdersEquity,"59,887,000,000","64,832,000,000","61,998,000,000","61,737,000,000","60,826,000,000","62,087,000,000","62,026,000,000","63,058,000,000","61,367,000,000","65,204,000,000","66,626,000,000","68,843,000,000","66,043,000,000","69,287,000,000","69,354,000,000","70,305,000,000","69,470,000,000","60,787,000,000","62,132,000,000","61,432,000,000","58,135,000,000","57,513,000,000","58,679,000,000","59,738,000,000","21,386,000,000","19,740,000,000","20,219,000,000","20,676,000,000","18,898,000,000","17,990,000,000","17,787,000,000","17,231,000,000","16,786,000,000","17,234,000,000","14,949,000,000","13,952,000,000","13,496,000,000","13,193,000,000","12,854,000,000","10,903,000,000","10,500,000,000","10,079,000,000","9,425,000,000","8,750,000,000","8,841,000,000","8,242,000,000","7,889,000,000","7,826,000,000","7,565,000,000","7,392,000,000","7,533,000,000","7,382,000,000","7,261,000,000","7,070,000,000","7,188,300,000","7,087,800,000","6,618,800,000","6,176,499,894","6,075,700,183","5,546,754,449","5,275,200,119","5,112,700,984","5,225,099,894","5,273,700,415","4,610,599,953","4,435,100,034","4,416,400,446","4,397,500,000","4,269,501,105","4,162,600,465","4,240,800,295","4,145,400,242","3,978,200,144","4,486,900,592","4,388,400,267","4,187,000,262","4,126,000,258","4,245,199,892","4,105,500,473","3,797,900,690","3,832,400,063","3,865,300,000","3,634,599,182","3,286,000,637","3,032,101,242","3,040,599,653","3,013,700,454","2,815,700,773","2,763,399,820","2,739,699,429","2,729,899,364","2,428,399,304","2,500,578,704","2,380,044,021","2,213,845,703","2,088,000,000","2,061,455,108","1,858,148,432","1,843,598,412","1,722,553,191","1,699,356,683","1,540,256,871","1,538,164,251","1,430,905,566","1,396,053,173","1,209,272,012","1,095,582,220","1,113,934,153","1,124,610,796","918,162,885","446,345,911","467,042,556","464,443,830","464,913,495","463,198,306","460,645,678","456,351,750","456,146,974","458,868,404","466,392,318","462,829,736","466,880,723","458,747,400","1,105,556,200","1,039,143,023","991,648,771"
		CapitalStock,"71,578,000,000","71,575,000,000","71,573,000,000","71,811,000,000","72,546,000,000","72,537,000,000","72,527,000,000","72,519,000,000","72,515,000,000","72,511,000,000","72,510,000,000","72,507,000,000","72,493,000,000","72,482,000,000","72,479,000,000","72,475,000,000","72,424,000,000","59,691,000,000","59,295,000,000","58,874,000,000","58,484,000,000","56,123,000,000","55,759,000,000","55,402,000,000","17,747,000,000","16,777,000,000","16,567,000,000","16,343,000,000","13,906,000,000","13,734,000,000","13,554,000,000","13,352,000,000","13,184,000,000","13,060,000,000","12,277,000,000","11,285,000,000","10,885,000,000","10,538,000,000","10,244,000,000","8,963,000,000","8,439,000,000","3,316,000,000","2,484,000,000","1,888,000,000","1,056,000,000","613,000,000","125,000,000","125,000,000","125,000,000","125,000,000","3,647,000,000","125,000,000","125,000,000","3,447,800,000","3,403,900,000","3,363,400,000","3,319,000,000","125,000,000","125,000,000","125,501,492","125,000,497","125,000,497","125,000,000","125,000,000","125,000,000","125,000,559","125,000,558","2,491,200,374","125,000,581","125,000,000","125,000,614","125,000,000","125,000,000","656,400,403","656,700,467","657,099,948","657,400,490","657,699,892","125,000,675","658,400,176","658,700,031","659,000,000","659,299,894","659,600,064","464,700,732","464,899,795","465,099,849","465,300,331","465,400,420","466,100,090","476,838,834","467,159,635","466,145,833","118,561,996","118,509,827","121,962,264","125,077,399",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PreferredStock,"6,818,000,000","6,818,000,000","6,818,000,000","7,010,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,255,000,000","7,255,000,000","7,255,000,000","7,255,000,000","6,515,000,000","6,515,000,000","6,515,000,000","6,515,000,000","6,515,000,000","6,515,000,000","6,515,000,000","6,515,000,000","6,515,000,000","5,903,000,000","5,411,000,000","5,141,000,000","4,896,000,000","4,699,000,000","4,109,000,000","3,707,000,000","3,316,000,000","2,484,000,000","1,888,000,000","1,056,000,000","613,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,501,492","125,000,497","125,000,497","125,000,000","125,000,000","125,000,000","125,000,559","125,000,558","125,000,000","125,000,581","125,000,000","125,000,614","125,000,000","125,000,000","656,400,403","656,700,467","657,099,948","657,400,490","657,699,892","125,000,675","658,400,176","658,700,031","659,000,000","659,299,894","659,600,064","464,700,732","464,899,795","465,099,849","465,300,331","465,400,420","466,100,090","476,838,834","467,159,635","466,145,833","118,561,996","118,509,827","121,962,264","125,077,399",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"64,760,000,000","64,757,000,000","64,755,000,000","64,801,000,000","64,799,000,000","64,790,000,000","64,780,000,000","64,772,000,000","64,768,000,000","64,764,000,000","64,763,000,000","64,760,000,000","64,746,000,000","64,735,000,000","64,732,000,000","64,728,000,000","64,677,000,000","51,944,000,000","51,548,000,000","51,127,000,000","50,737,000,000","48,868,000,000","48,504,000,000","48,147,000,000","10,492,000,000","10,262,000,000","10,052,000,000","9,828,000,000","7,391,000,000","7,219,000,000","7,039,000,000","6,837,000,000","6,669,000,000","6,545,000,000","6,374,000,000","5,874,000,000","5,744,000,000","5,642,000,000","5,545,000,000","4,854,000,000","4,732,000,000","0","0","0","0","0","0","0","0","0","3,522,000,000","0","0","3,322,800,000","3,278,900,000","3,238,400,000","3,194,000,000","0","0","0","0","0","0","0","0","0","0","2,366,200,374","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"-15,486,000,000","-10,880,000,000","-10,418,000,000","-9,082,000,000","-10,989,000,000","-9,397,000,000","-8,388,000,000","-8,093,000,000","-9,995,000,000","-8,442,000,000","-7,797,000,000","-7,808,000,000","-6,314,000,000","-3,932,000,000","-3,392,000,000","-3,640,000,000","-5,538,000,000","-3,718,000,000","-2,649,000,000","-1,982,000,000","-2,468,000,000","-651,000,000","-465,000,000","-426,000,000","-716,000,000","-746,000,000","83,000,000","754,000,000","142,000,000","418,000,000","1,293,000,000","980,000,000","1,571,000,000","2,385,000,000","2,891,000,000","2,505,000,000","2,550,000,000","3,095,000,000","2,924,000,000","3,093,000,000","3,464,000,000","3,612,000,000","3,689,000,000","3,922,000,000","4,991,000,000","4,840,000,000","5,020,000,000","4,944,000,000","4,734,000,000","4,566,000,000","4,567,000,000","4,586,000,000","4,400,000,000","4,235,200,000","4,066,100,000","3,807,600,000","3,383,400,000","3,239,299,553","3,209,699,776","2,670,507,149","2,537,299,633","2,398,700,189","2,430,099,894","2,393,199,954","2,322,700,373","2,249,599,866","2,251,699,944","2,191,599,720","2,098,199,791","2,021,500,581","2,037,899,840","1,974,599,758","1,840,899,928","1,815,300,491","1,714,600,400","1,545,099,685","1,511,400,232","1,555,399,784","1,535,900,311","1,161,200,235","1,128,100,409","1,158,700,000","1,224,900,743","854,099,745","812,300,223","829,499,763","821,600,605","608,100,268","581,300,240","825,000,000","571,000,444","426,399,884","503,038,194","671,019,809","563,801,701","467,169,811","407,585,139","609,028,309","475,084,522","355,886,525","336,669,049","384,477,282","387,439,614","291,470,507","266,547,896",,"212,162,531",,,,"198,064,245","231,843,200","232,014,388","245,259,516","234,577,707","230,522,946","228,945,007","230,149,742","233,566,434","241,800,723","238,968,825","243,548,579","237,693,552","689,247,187","624,435,437","573,013,601"
