"Rank","Name","Symbol","marketcap","price (USD)","country"
"1","Tencent","TCEHY","551636238336","56.24","China"
"2","Kweichow Moutai","600519.SS","404219156407","321.78","China"
"3","Alibaba","BABA","340616249344","122.1","China"
"4","ICBC","1398.HK","244683956554","0.55","China"
"5","CATL","300750.SZ","238165067264","102.18","China"
"6","CM Bank","3968.HK","202047771206","8.03","China"
"7","Meituan","MPNGF","182522675200","29.34","China"
"8","China Construction Bank","CICHY","171628691456","13.48","China"
"9","Agricultural Bank of China","ACGBY","157942366208","8.42","China"
"10","Wuliangye Yibin","000858.SZ","143229136902","36.9","China"
"11","Ping An Insurance","PNGAY","140165611520","14.38","China"
"12","Bank of China","BACHF","133670019072","0.35","China"
"13","PetroChina","PTR","132367048704","44.26","China"
"14","BYD","002594.SZ","127436022568","43.78","China"
"15","China Mobile","0941.HK","121904614930","5.95","China"
"16","Jingdong Mall","JD","113441644544","71.04","China"
"17","China Life Insurance","LFC","110264713216","8.23","China"
"18","China Yangtze Power","600900.SS","78185304678","3.44","China"
"19","Hikvision","002415.SZ","76394546356","8.18","China"
"20","Midea","000333.SZ","75280763599","10.78","China"
"21","Postal Savings Bank of China","601658.SS","74248404656","0.83","China"
"22","Sinopec","SNP","73754517504","46.43","China"
"23","Pinduoduo","PDD","72766021632","58.06","China"
"24","Foshan Haitian Flavouring and Food","603288.SS","71718949914","17.02","China"
"25","Nongfu Spring","9633.HK","70633924379","6.28","China"
"26","LONGi Green Energy Technology","601012.SS","69562298598","12.85","China"
"27","Mindray","300760.SZ","67939760971","55.89","China"
"28","China Tourism Group Duty Free","601888.SS","66567515706","34.09","China"
"29","China Shenhua Energy","CSUAY","64484282368","9.41","China"
"30","NetEase","NTES","64445435904","93.75","China"
"31","Industrial Bank","601166.SS","63499345462","3.06","China"
"32","East Money Information","300059.SZ","61515274995","5.95","China"
"33","Great Wall Motors","601633.SS","61281004141","8.16","China"
"34","Xiaomi","XIACF","58882822144","2.31","China"
"35","WuXi AppTec","2359.HK","57703498400","18.06","China"
"36","China Telecom","0728.HK","57454517888","0.33","China"
"37","Ping An Bank","000001.SZ","53500957686","2.76","China"
"38","Wanhua Chemical","600309.SS","50818321694","16.19","China"
"39","Luxshare Precision","002475.SZ","50646692059","7.18","China"
"40","Baidu","BIDU","50315202560","142.09","China"
"41","CITIC Securities","600030.SS","49987295934","4.13","China"
"42","Jiangsu Hengrui Medicine","600276.SS","49959726189","7.81","China"
"43","Bank of Communications","BKFCF","48760156160","0.59","China"
"44","S.F. Express","002352.SZ","48492405921","9.88","China"
"45","WuXi Biologics","WXXWY","48441712640","22.86","China"
"46","NIO","NIO","47717097472","30","China"
"47","CNOOC","CNU.TO","44907394941","93.06","China"
"48","COSCO Shipping","601919.SS","43592945407","2.94","China"
"49","Kuaishou Technology","1024.HK","43431015342","10.44","China"
"50","YANGHE","002304.SZ","41336398753","27.43","China"
